Improved LSTM Model Training Log
============================================================

Changes from previous model:
  - Hidden size: 64 → 32
  - Num layers: 2 → 1
  - Dropout: 0.2 → 0.3
  - Added L2 regularization: 1e-5
  - Early stopping: patience = 20

============================================================

Training Progress:
------------------------------------------------------------
Epoch [1/200], Train Loss: 0.000689, Test Loss: 0.000278
Epoch [65/200], Train Loss: 0.000262, Test Loss: 0.000249
Epoch [66/200], Train Loss: 0.000266, Test Loss: 0.000249
Epoch [67/200], Train Loss: 0.000266, Test Loss: 0.000249
Epoch [68/200], Train Loss: 0.000268, Test Loss: 0.000248
Epoch [69/200], Train Loss: 0.000263, Test Loss: 0.000249
Epoch [70/200], Train Loss: 0.000299, Test Loss: 0.000249
Epoch [71/200], Train Loss: 0.000286, Test Loss: 0.000248
Epoch [72/200], Train Loss: 0.000284, Test Loss: 0.000249
Epoch [73/200], Train Loss: 0.000270, Test Loss: 0.000248
Epoch [74/200], Train Loss: 0.000269, Test Loss: 0.000248
Epoch [75/200], Train Loss: 0.000274, Test Loss: 0.000247
Epoch [76/200], Train Loss: 0.000266, Test Loss: 0.000248
Epoch [77/200], Train Loss: 0.000270, Test Loss: 0.000249
Epoch [78/200], Train Loss: 0.000268, Test Loss: 0.000249
Epoch [79/200], Train Loss: 0.000269, Test Loss: 0.000249
Epoch [80/200], Train Loss: 0.000281, Test Loss: 0.000248
Epoch [81/200], Train Loss: 0.000270, Test Loss: 0.000250
Epoch [82/200], Train Loss: 0.000287, Test Loss: 0.000248
Epoch [83/200], Train Loss: 0.000267, Test Loss: 0.000249
Epoch [84/200], Train Loss: 0.000264, Test Loss: 0.000248
Epoch [85/200], Train Loss: 0.000274, Test Loss: 0.000249
Epoch [86/200], Train Loss: 0.000265, Test Loss: 0.000248
Epoch [87/200], Train Loss: 0.000266, Test Loss: 0.000249
Epoch [88/200], Train Loss: 0.000269, Test Loss: 0.000249
Epoch [89/200], Train Loss: 0.000272, Test Loss: 0.000248
Epoch [90/200], Train Loss: 0.000309, Test Loss: 0.000248
Epoch [91/200], Train Loss: 0.000265, Test Loss: 0.000250
Epoch [92/200], Train Loss: 0.000268, Test Loss: 0.000247
Epoch [93/200], Train Loss: 0.000266, Test Loss: 0.000247
Epoch [94/200], Train Loss: 0.000270, Test Loss: 0.000250
Epoch [95/200], Train Loss: 0.000268, Test Loss: 0.000247
Epoch [96/200], Train Loss: 0.000265, Test Loss: 0.000249
Epoch [97/200], Train Loss: 0.000264, Test Loss: 0.000249
Epoch [98/200], Train Loss: 0.000272, Test Loss: 0.000248
Epoch [99/200], Train Loss: 0.000277, Test Loss: 0.000250
Epoch [100/200], Train Loss: 0.000268, Test Loss: 0.000247
Epoch [101/200], Train Loss: 0.000271, Test Loss: 0.000252
Epoch [102/200], Train Loss: 0.000271, Test Loss: 0.000248
Epoch [103/200], Train Loss: 0.000282, Test Loss: 0.000251
Epoch [104/200], Train Loss: 0.000281, Test Loss: 0.000247
Epoch [105/200], Train Loss: 0.000265, Test Loss: 0.000251
Epoch [106/200], Train Loss: 0.000266, Test Loss: 0.000248
Epoch [107/200], Train Loss: 0.000269, Test Loss: 0.000249
Epoch [108/200], Train Loss: 0.000267, Test Loss: 0.000248
Epoch [109/200], Train Loss: 0.000272, Test Loss: 0.000248
Epoch [110/200], Train Loss: 0.000264, Test Loss: 0.000248
Epoch [111/200], Train Loss: 0.000266, Test Loss: 0.000248
Epoch [112/200], Train Loss: 0.000268, Test Loss: 0.000248
Epoch [113/200], Train Loss: 0.000269, Test Loss: 0.000249
Epoch [114/200], Train Loss: 0.000271, Test Loss: 0.000248
Epoch [115/200], Train Loss: 0.000268, Test Loss: 0.000249
Epoch [116/200], Train Loss: 0.000269, Test Loss: 0.000248
Epoch [117/200], Train Loss: 0.000270, Test Loss: 0.000248
Epoch [118/200], Train Loss: 0.000272, Test Loss: 0.000249
Epoch [119/200], Train Loss: 0.000267, Test Loss: 0.000248
Epoch [120/200], Train Loss: 0.000264, Test Loss: 0.000249
Epoch [121/200], Train Loss: 0.000315, Test Loss: 0.000247
Epoch [122/200], Train Loss: 0.000274, Test Loss: 0.000251
Epoch [123/200], Train Loss: 0.000272, Test Loss: 0.000248
Epoch [124/200], Train Loss: 0.000264, Test Loss: 0.000249
Epoch [125/200], Train Loss: 0.000266, Test Loss: 0.000248
Epoch [126/200], Train Loss: 0.000266, Test Loss: 0.000248
Epoch [127/200], Train Loss: 0.000287, Test Loss: 0.000248
Epoch [128/200], Train Loss: 0.000270, Test Loss: 0.000248
Epoch [129/200], Train Loss: 0.000268, Test Loss: 0.000248
Epoch [130/200], Train Loss: 0.000268, Test Loss: 0.000249
Epoch [131/200], Train Loss: 0.000265, Test Loss: 0.000249
Epoch [132/200], Train Loss: 0.000266, Test Loss: 0.000248
Epoch [133/200], Train Loss: 0.000270, Test Loss: 0.000249
Epoch [134/200], Train Loss: 0.000270, Test Loss: 0.000249
Epoch [135/200], Train Loss: 0.000269, Test Loss: 0.000248
Epoch [136/200], Train Loss: 0.000270, Test Loss: 0.000249
Epoch [137/200], Train Loss: 0.000307, Test Loss: 0.000249
Epoch [138/200], Train Loss: 0.000270, Test Loss: 0.000250
Epoch [139/200], Train Loss: 0.000270, Test Loss: 0.000248
Epoch [140/200], Train Loss: 0.000263, Test Loss: 0.000248
Epoch [141/200], Train Loss: 0.000267, Test Loss: 0.000250
Epoch [142/200], Train Loss: 0.000267, Test Loss: 0.000250
Epoch [143/200], Train Loss: 0.000268, Test Loss: 0.000248
Epoch [144/200], Train Loss: 0.000270, Test Loss: 0.000248
Epoch [145/200], Train Loss: 0.000268, Test Loss: 0.000249
Epoch [146/200], Train Loss: 0.000269, Test Loss: 0.000249
Epoch [147/200], Train Loss: 0.000268, Test Loss: 0.000248
Epoch [148/200], Train Loss: 0.000269, Test Loss: 0.000248
Epoch [149/200], Train Loss: 0.000340, Test Loss: 0.000248
Epoch [150/200], Train Loss: 0.000268, Test Loss: 0.000249
Epoch [151/200], Train Loss: 0.000267, Test Loss: 0.000248
Epoch [152/200], Train Loss: 0.000265, Test Loss: 0.000248
Epoch [153/200], Train Loss: 0.000269, Test Loss: 0.000248
Epoch [154/200], Train Loss: 0.000267, Test Loss: 0.000250
Epoch [155/200], Train Loss: 0.000265, Test Loss: 0.000247
Epoch [156/200], Train Loss: 0.000267, Test Loss: 0.000249
Epoch [157/200], Train Loss: 0.000279, Test Loss: 0.000248
Epoch [158/200], Train Loss: 0.000270, Test Loss: 0.000249
Epoch [159/200], Train Loss: 0.000275, Test Loss: 0.000248
Epoch [160/200], Train Loss: 0.000310, Test Loss: 0.000251
Epoch [161/200], Train Loss: 0.000269, Test Loss: 0.000249
Epoch [162/200], Train Loss: 0.000269, Test Loss: 0.000249
Epoch [163/200], Train Loss: 0.000300, Test Loss: 0.000249
Epoch [164/200], Train Loss: 0.000267, Test Loss: 0.000250
Epoch [165/200], Train Loss: 0.000271, Test Loss: 0.000249
Epoch [166/200], Train Loss: 0.000267, Test Loss: 0.000248
Epoch [167/200], Train Loss: 0.000268, Test Loss: 0.000248
Epoch [168/200], Train Loss: 0.000267, Test Loss: 0.000249
Epoch [169/200], Train Loss: 0.000268, Test Loss: 0.000249
Epoch [170/200], Train Loss: 0.000267, Test Loss: 0.000248
Epoch [171/200], Train Loss: 0.000312, Test Loss: 0.000248
Epoch [172/200], Train Loss: 0.000278, Test Loss: 0.000251
Epoch [173/200], Train Loss: 0.000361, Test Loss: 0.000248
Epoch [174/200], Train Loss: 0.000278, Test Loss: 0.000249
Epoch [175/200], Train Loss: 0.000267, Test Loss: 0.000249
Epoch [176/200], Train Loss: 0.000266, Test Loss: 0.000248
Epoch [177/200], Train Loss: 0.000268, Test Loss: 0.000248
Epoch [178/200], Train Loss: 0.000277, Test Loss: 0.000248
Epoch [179/200], Train Loss: 0.000266, Test Loss: 0.000249
Epoch [180/200], Train Loss: 0.000270, Test Loss: 0.000249
Epoch [181/200], Train Loss: 0.000264, Test Loss: 0.000249
Epoch [182/200], Train Loss: 0.000290, Test Loss: 0.000248
Epoch [183/200], Train Loss: 0.000267, Test Loss: 0.000248
Epoch [184/200], Train Loss: 0.000268, Test Loss: 0.000249
Epoch [185/200], Train Loss: 0.000267, Test Loss: 0.000251
Epoch [186/200], Train Loss: 0.000268, Test Loss: 0.000248
Epoch [187/200], Train Loss: 0.000276, Test Loss: 0.000249
Epoch [188/200], Train Loss: 0.000295, Test Loss: 0.000249
Epoch [189/200], Train Loss: 0.000271, Test Loss: 0.000250
Epoch [190/200], Train Loss: 0.000266, Test Loss: 0.000248
Epoch [191/200], Train Loss: 0.000271, Test Loss: 0.000248
Epoch [192/200], Train Loss: 0.000267, Test Loss: 0.000248
Epoch [193/200], Train Loss: 0.000269, Test Loss: 0.000248
Epoch [194/200], Train Loss: 0.000268, Test Loss: 0.000249
Epoch [195/200], Train Loss: 0.000265, Test Loss: 0.000247
Epoch [196/200], Train Loss: 0.000268, Test Loss: 0.000251
Epoch [197/200], Train Loss: 0.000265, Test Loss: 0.000248
Epoch [198/200], Train Loss: 0.000267, Test Loss: 0.000250
Epoch [199/200], Train Loss: 0.000274, Test Loss: 0.000248
Epoch [200/200], Train Loss: 0.000284, Test Loss: 0.000250

============================================================
Training Summary:
------------------------------------------------------------
Total epochs: 200
Best epoch: 0
Best test loss: inf
Final train loss: 0.000284
Final test loss: 0.000250
